wowping 1.4 - wowping@tanstaafl.com.au
Data gathered on Wed Feb  6 18:46:29 WST 2008
+---------+------------------------+--------+--------+-----------+
| Latency | Server name            | Type   | Region | Timezone/ |
|         |                        |        |        | language  |
+---------+------------------------+--------+--------+-----------+
| 0.226   | Draenor                | PvE    | US     | Pacific   |
| 0.226   | Dragonblight           | PvE    | US     | Pacific   |
| 0.226   | Draka                  | PvE    | US     | Central   |
| 0.226   | Feathermoon            | RP     | US     | Pacific   |
| 0.226   | Khaz'goroth            | PvE    | US     | Oceanic   |
| 0.226   | Nagrand                | PvE    | US     | Oceanic   |
| 0.227   | Arathor                | PvE    | US     | Pacific   |
| 0.227   | Chromaggus             | PvP    | US     | Central   |
| 0.227   | Jubei'Thos             | PvP    | US     | Oceanic   |
| 0.227   | Kilrogg                | PvE    | US     | Pacific   |
| 0.227   | Korgath                | PvP    | US     | Central   |
| 0.227   | Proudmoore             | PvE    | US     | Pacific   |
| 0.227   | Scarlet Crusade        | RP     | US     | Central   |
| 0.227   | Silver Hand            | RP     | US     | Pacific   |
| 0.227   | Silvermoon             | PvE    | US     | Pacific   |
| 0.227   | Spirestone             | PvP    | US     | Pacific   |
| 0.227   | Vek'nilash             | PvE    | US     | Central   |
| 0.228   | Akama                  | PvP    | US     | Central   |
| 0.228   | Crushridge             | PvP    | US     | Pacific   |
| 0.228   | Daggerspine            | PvP    | US     | Pacific   |
| 0.228   | Eldre'Thalas           | PvE    | US     | Eastern   |
| 0.228   | Firetree               | PvP    | US     | Eastern   |
| 0.228   | Frostmane              | PvP    | US     | Central   |
| 0.228   | Frostmourne            | PvP    | US     | Oceanic   |
| 0.228   | Frostwolf              | PvP    | US     | Pacific   |
| 0.228   | Gurubashi              | PvP    | US     | Pacific   |
| 0.228   | Mug'thol               | PvP    | US     | Central   |
| 0.228   | Muradin                | PvE    | US     | Central   |
| 0.228   | Rexxar                 | PvE    | US     | Central   |
| 0.228   | Shadow Council         | RP     | US     | Mountain  |
| 0.228   | Shadowsong             | PvE    | US     | Pacific   |
| 0.229   | Bonechewer             | PvP    | US     | Pacific   |
| 0.229   | Darkspear              | PvP    | US     | Mountain  |
| 0.229   | Dath'Remar             | PvE    | US     | Oceanic   |
| 0.229   | Eitrigg                | PvE    | US     | Central   |
| 0.229   | Malorne                | PvP    | US     | Central   |
| 0.229   | Terenas                | PvE    | US     | Mountain  |
| 0.230   | Drak'thul              | PvP    | US     | Central   |
| 0.230   | Garithos               | PvP    | US     | Central   |
| 0.230   | Thaurissan             | PvP    | US     | Oceanic   |
| 0.231   | Hakkar                 | PvP    | US     | Central   |
| 0.239   | Aman'Thul              | PvE    | US     | Oceanic   |
| 0.239   | Kul Tiras              | PvE    | US     | Central   |
| 0.239   | Smolderthorn           | PvP    | US     | Eastern   |
| 0.239   | Stormscale             | PvP    | US     | Pacific   |
| 0.239   | Uldum                  | PvE    | US     | Pacific   |
| 0.239   | Windrunner             | PvE    | US     | Pacific   |
| 0.240   | Aegwynn                | PvP    | US     | Central   |
| 0.240   | Blackrock              | PvP    | US     | Pacific   |
| 0.240   | Suramar                | PvE    | US     | Pacific   |
| 0.240   | Thorium Brotherhood    | RP     | US     | Central   |
| 0.241   | Azjol-Nerub            | PvE    | US     | Mountain  |
| 0.241   | Barthilas              | PvP    | US     | Oceanic   |
| 0.241   | Boulderfist            | PvP    | US     | Pacific   |
| 0.241   | Bronzebeard            | PvE    | US     | Pacific   |
| 0.241   | Caelestrasz            | PvE    | US     | Oceanic   |
| 0.241   | Dragonmaw              | PvP    | US     | Pacific   |
| 0.241   | Nathrezim              | PvP    | US     | Mountain  |
| 0.241   | Sen'jin                | PvE    | US     | Central   |
| 0.241   | Skywall                | PvE    | US     | Pacific   |
| 0.241   | Stonemaul              | PvP    | US     | Pacific   |
| 0.242   | Bloodscalp             | PvP    | US     | Mountain  |
| 0.242   | Dunemaul               | PvP    | US     | Pacific   |
| 0.242   | Khaz Modan             | PvE    | US     | Central   |
| 0.242   | Ner'zhul               | PvP    | US     | Pacific   |
| 0.242   | Perenolde              | PvP    | US     | Mountain  |
| 0.242   | Runetotem              | PvE    | US     | Central   |
| 0.244   | Kil'jaeden             | PvP    | US     | Pacific   |
| 0.247   | Tichondrius            | PvP    | US     | Pacific   |
| 0.253   | Bladefist              | PvE    | US     | Pacific   |
| 0.253   | Echo Isles             | PvE    | US     | Pacific   |
| 0.253   | Fenris                 | PvE    | US     | Eastern   |
| 0.253   | Ravenholdt             | RP-PvP | US     | Eastern   |
| 0.255   | Cenarius               | PvE    | US     | Pacific   |
| 0.255   | Lightbringer           | PvE    | US     | Pacific   |
| 0.255   | Maiev                  | PvP    | US     | Pacific   |
| 0.255   | Tortheldrin            | PvP    | US     | Eastern   |
| 0.255   | Vashj                  | PvP    | US     | Pacific   |
| 0.256   | Nazgrel                | PvE    | US     | Eastern   |
| 0.257   | Farstriders            | RP     | US     | Central   |
| 0.257   | Nordrassil             | PvE    | US     | Pacific   |
| 0.258   | Alleria                | PvE    | US     | Central   |
| 0.258   | Dark Iron              | PvP    | US     | Pacific   |
| 0.258   | Destromath             | PvP    | US     | Pacific   |
| 0.258   | Hellscream             | PvE    | US     | Central   |
| 0.258   | Lightninghoof          | RP-PvP | US     | Central   |
| 0.258   | Spinebreaker           | PvP    | US     | Pacific   |
| 0.259   | Gul'dan                | PvP    | US     | Central   |
| 0.260   | Agamaggan              | PvP    | US     | Central   |
| 0.260   | Baelgun                | PvE    | US     | Pacific   |
| 0.260   | Blackhand              | PvE    | US     | Central   |
| 0.260   | Detheroc               | PvP    | US     | Central   |
| 0.260   | Kalecgos               | PvP    | US     | Pacific   |
| 0.260   | Ravencrest             | PvE    | US     | Central   |
| 0.261   | Alexstrasza            | PvE    | US     | Central   |
| 0.261   | Azshara                | PvP    | US     | Eastern   |
| 0.261   | Balnazzar              | PvP    | US     | Central   |
| 0.261   | Cho'gall               | PvP    | US     | Central   |
| 0.261   | Emerald Dream          | RP-PvP | US     | Central   |
| 0.261   | Kirin Tor              | RP     | US     | Central   |
| 0.261   | Sargeras               | PvP    | US     | Central   |
| 0.261   | Staghelm               | PvE    | US     | Central   |
| 0.261   | Whisperwind            | PvE    | US     | Central   |
| 0.262   | Gorgonnash             | PvP    | US     | Pacific   |
| 0.262   | Maelstrom              | RP-PvP | US     | Central   |
